评论,图片
超级棒,[]
真的太棒啦，效果太好了，跟闺蜜一起过来，我们都做了fotona4d综合抗衰，做了一边脸后医生给我看了两边对比，效果很明显，越来越有信心了。,"[{'id': 1536382210, 'url': 'http://p0.meituan.net/shaitu/f3600776d66ff10eb30948cd2d21186c3585303.jpg'}, {'id': 1536479204, 'url': 'http://p1.meituan.net/shaitu/2b1d41807b3928611af758b45c3638e63210508.jpg'}]"
今天跟女朋友一起过来体验了一把光子嫩肤，第一次做，体验感挺好的，医院也挺大的，服务很好，曲纯熙老师很专业。,"[{'id': 1537806829, 'url': 'http://p0.meituan.net/shaitu/a20119cb26fc740878cfd0b96ca964082280377.jpg'}, {'id': 1537887940, 'url': 'http://p0.meituan.net/shaitu/02d794cf3cfa3b32d2bf62a23b013bfa2792190.jpg'}]"
体验感非常好，比自己在家里脱快多了，省时省力，非常推荐,[]
第一次接触医美，感觉非常好，来鹏程医院体验了一下小气泡和王者嫩肤，感觉皮肤都白了好多，也干净了。操作的小姐姐都很热情和温柔，强烈推荐,"[{'id': 1501625539, 'url': 'http://p0.meituan.net/shaitu/c6655c1c089c1c2acae2378343d81c5a131110.jpg'}, {'id': 1501712161, 'url': 'http://p1.meituan.net/shaitu/9804ea90a20e60eb6168da1d1b92c671115522.jpg'}, {'id': 1501758897, 'url': 'http://p0.meituan.net/shaitu/db2a5d998dd9706692015d3c20e528b1154903.jpg'}]"
来鹏程做项目两年了，祛斑，水光，热玛吉，忠实粉丝了每次都和朋友一起来，平时人比较多，一定要提前预约。哈哈，后期还要做玻尿酸填充色色,"[{'id': 1506483918, 'url': 'http://p0.meituan.net/shaitu/7fb5d915da764169b8d886bfd0649f8f1828515.jpg'}, {'id': 1506300180, 'url': 'http://p1.meituan.net/shaitu/3fb4aabb1b507a29fd84b7c9495dd7ae1673461.jpg'}, {'id': 1506645255, 'url': 'http://p0.meituan.net/shaitu/dc85723c7bb614bbc0d1be75c586a7181959489.jpg'}]"
一直在香港，只有通关的时候才有机会过来，环境变化很大，重修装修了，让人眼前一亮老字号企业本质不变，质量在递增，挺好的医生和工作人员都很棒,"[{'id': 1511767141, 'url': 'http://p0.meituan.net/shaitu/11b4b73a83589fcb8c489f7515a5a1d4905768.jpg'}, {'id': 1511851636, 'url': 'http://p0.meituan.net/shaitu/dd7ce93e45571f57075eeb0c0e9520971374974.jpg'}]"
医院很大，环境也很好，医生很细心的和你交流，询问想要做的项目，即使是美团大众点评也很耐心，体验感不错，欢迎前来体验，,"[{'id': 1551920760, 'url': 'http://p0.meituan.net/shaitu/8e3d637382ef9fe7475f5f19262dd040722319.jpg'}]"
服务好，效果好，会再来，推荐,[]
一直对自己腿型不太满意，在这边打了几次瘦腿针了，效果挺好的，唐主任特别专业自信，还很帅气，哈哈。趁着前年有空过来，提供了热咖啡，恭喜发财,"[{'id': 1510810043, 'url': 'http://p0.meituan.net/shaitu/7498682a235b41be94cc69bb0c80037f574404.jpg'}, {'id': 1510991024, 'url': 'http://p1.meituan.net/shaitu/3244461007d69d5465a5bb712075d3061165962.jpg'}]"
环境好体验好使用完之后皮肤确实水润了,[]
补水效果超级好,"[{'id': 1569990726, 'url': 'http://p0.meituan.net/shaitu/b9ab8ee4a3c6c7a56cc41f4c74a277273278934.jpg'}, {'id': 1569990725, 'url': 'http://p0.meituan.net/shaitu/dec9127119e38fd0e9b5c304071d691f3432037.jpg'}]"
医院位置好找排队很快医生服务很好价格挺实惠下次想试下玻尿酸,"[{'id': 1542389699, 'url': 'http://p1.meituan.net/shaitu/46a90972b52ff3ff93d76b0cb87925c84485922.jpg'}, {'id': 1542486287, 'url': 'http://p0.meituan.net/shaitu/b62ff95b1318bb75c1475122895ba71b3552693.jpg'}]"
最大的体验就是医生的专业性，让我感觉到专业的服务。另外，环境比较好，推荐,"[{'id': 1538304348, 'url': 'http://p0.meituan.net/shaitu/7802ee2dfedcb1e7457911b6125974bb3325674.jpg'}, {'id': 1538216335, 'url': 'http://p1.meituan.net/shaitu/6b2c7b98b91b4e92e96ade589c2fc89c2672753.jpg'}]"
挺好的，其实早就做了，一直没有评论商户环境及服务环境不错医生操作审美挺好的，有问过我意见使用药品或仪器太专业了这个我不懂体验中感受专业，有拍前后对比照片，挺专业的体验后效果确实脸小了,"[{'id': 1459292710, 'url': 'http://p0.meituan.net/shaitu/c71cb1792193fb6a26327ad69385811c856894.jpg'}, {'id': 1459473295, 'url': 'http://p0.meituan.net/shaitu/37fc2f0f037f0ca422e38c4f7f120029775249.jpg'}, {'id': 1459572550, 'url': 'http://p0.meituan.net/shaitu/c09d547b888aa9b19e3943947ab75723117818.jpg'}]"
医院环境，服务态度，价格都挺不错的，位置也挺好找的，今天做的光子嫩肤,"[{'id': 1537496533, 'url': 'http://p0.meituan.net/shaitu/15cd1a5cb852403efaf263fa0b6b49454710387.jpg'}, {'id': 1537400623, 'url': 'http://p0.meituan.net/shaitu/21f78192e47bf8313aa732746dc65f9c4236280.jpg'}]"
本身皮肤状况不是很好，油性皮肤比较容易长痘，之前来做过黄金微针还有光子嫩肤效果挺不错，这边服务也很好，周末人会多一点建议提前预约。,"[{'id': 1499763607, 'url': 'http://p0.meituan.net/shaitu/17573592752dbbe2bd4ef485b23ef80b3808531.jpg'}, {'id': 1499855596, 'url': 'http://p0.meituan.net/shaitu/7308aedac4411aa412c4bd06f545ba903365823.jpg'}]"
朋友推荐来的医院在这里做了光子水光针还有基础护肤没有什么推销都是自己要做什么项目就开什么项目护士姐姐也都很温柔基本不需要排队等个十来分钟就到了总体而言真的值得推荐,"[{'id': 1513059451, 'url': 'http://p0.meituan.net/shaitu/7d767006a608c93c7a5f467e229044e52945950.jpg'}]"
打得瘦脸跟下颚线提升效果好准备下次去打进口的,[]
在这边打水光针，一直在这边打的，很实惠。医院环境很好，医生专业，老字号医院比较靠谱。工作人员态度也很好。,"[{'id': 1505610061, 'url': 'http://p1.meituan.net/shaitu/9987986d5bd4e8a8f9d9d5cde54d3f0b2732052.jpg'}, {'id': 1505933106, 'url': 'http://p0.meituan.net/shaitu/df2c53b6213084c03a3c11f39419d6a53221473.jpg'}, {'id': 1505750264, 'url': 'http://p1.meituan.net/shaitu/63cc1281bc073b17c6195e9916fd1d6c3236025.jpg'}]"
很久没来，环境升级的越来越现代风了。还有咖啡吧很不错今天过来找芳芳主任打瘦脸，非常的认真细致，也不疼，期待效果,"[{'id': 1499764910, 'url': 'http://p1.meituan.net/shaitu/e59bd7908ba3881863487d6a230ad31b141704.jpg'}, {'id': 1500034754, 'url': 'http://p0.meituan.net/shaitu/25e4cf38624c1b384d27ec08a8df7eca114956.jpg'}, {'id': 1499856954, 'url': 'http://p0.meituan.net/shaitu/d854700f721ec330ce5c78990eb76944115657.jpg'}]"
可以很好,[]
每个月都定期做一次做完立马能看到效果非常棒面膜也很好用家里备了两盒开会的江苏省昆山市看看四大皆空的激动激动激动激动的亟待解决的激动激动激动激动得简简单单几点就到几点就睡觉睡觉睡觉的激动激动家的亟待解决的激动激动激动的叫,"[{'id': 1470343003, 'url': 'http://p1.meituan.net/shaitu/349461a79621bc9701a64066574b19cd2882946.jpg'}, {'id': 1470441137, 'url': 'http://p0.meituan.net/shaitu/d05e3cf05eef4eeb5691b774db7777093060564.jpg'}]"
医院环境特别好，很高级。工作人员很热情有耐心，面部暗沉，过来体验光子嫩肤，医生很专业，细心交代注意事项。价格实惠，年底活动很实惠，下次带朋友过来体验这边还有现磨咖啡，很好喝哦,"[{'id': 1467328257, 'url': 'http://p0.meituan.net/shaitu/740804cc36559e5ee4e767db788ac8b93000460.jpg'}, {'id': 1467620146, 'url': 'http://p1.meituan.net/shaitu/90b40bf3451d918602cc6568180f5de63062512.jpg'}]"
商户环境及服务环境很好高大上卫生也很好医生操作审美廖医生很细心做的很仔细体验后效果做完后红血丝有所改善皮肤也提亮了不少性价比很高,"[{'id': 1474198146, 'url': 'http://p0.meituan.net/shaitu/a1a89078b87961336a4735b094b828933006607.jpg'}, {'id': 1473816256, 'url': 'http://p0.meituan.net/shaitu/eb397872fe98765f935f0187b93772ca2550447.jpg'}, {'id': 1474198147, 'url': 'http://p0.meituan.net/shaitu/6ae9d46ab3fb07563df59b3d80f9e1c32772181.jpg'}]"
商户环境及服务进门就看到一个金光闪闪的前台了，还有一个咖啡厅体验中感受治疗的医护人员很温柔，人挺好的体验后效果我脱的上唇挺好的医生操作审美上唇还是有一点点痛医护人员就会很温柔的跟我说可以怎么样会不痛，很专业老客户了鹏程医院值得推荐,[]
医院环境很好，医生特别专业细心，打了除皱，敷麻药不会疼。这边看到有嘴唇改善的玻尿酸，打了嘟嘟唇。性价比挺好的。打完立马饱满很多唇型好看很多,"[{'id': 1496359802, 'url': 'http://p1.meituan.net/shaitu/31ceb54f51f334401d0d5cedbdf1d60d3026013.jpg'}, {'id': 1496453411, 'url': 'http://p1.meituan.net/shaitu/9a5a8c6492eec8de467fe1da49cc97bd2435013.jpg'}]"
来这边两次了，做的是超光子，医生很专业，过程很舒适，环境也很好，医用修复贴特别好用。情人节活动屯了一点，,"[{'id': 1535426831, 'url': 'http://p0.meituan.net/shaitu/b5592cdbc56484425351b3ac2233bab63101501.jpg'}]"
一直在这边做护理，经常跟朋友过来，环境特别好，今天打水光，医生技术特别好，小芳医生温柔又细心专业，特别放心踏实,"[{'id': 1499954360, 'url': 'http://p0.meituan.net/shaitu/a8ea14114f249cf24b956c8de3b7afad2201653.jpg'}, {'id': 1499954359, 'url': 'http://p0.meituan.net/shaitu/d07a8458cbb3165939e467042cf183322319009.jpg'}]"
夏天喜欢出去玩，容易晒黑和肤色不均匀，抱着尝试的心态去医院做了光子嫩肤和祛斑以及美白VC导入，医生很有耐心，三次试能量看我能接受的疼痛度，整体疼痛度都能接受，打完后效果很明显，可能我本身底子好，因为还做了VC美白导入，所以皮肤不干，现在已经一周了，看一个月后的效果,"[{'id': 1461533158, 'url': 'http://p0.meituan.net/shaitu/aaf9eab46f183e690c1283d99bac242b3317341.jpg'}]"
每个月都会来做项目，光子，水光，基础护肤都是必做的，环境和医生的技术都很不错，推荐朋友过来，性价比很高，不用怎么排队。,"[{'id': 1499630191, 'url': 'http://p0.meituan.net/shaitu/66f7c1cabba37ae2e21fb906043a8f583301255.jpg'}, {'id': 1499717664, 'url': 'http://p0.meituan.net/shaitu/553d5840f02c507397cf908fb62c69683271152.jpg'}]"
脸上有斑点，面诊了医生很专业，给了治疗方案和建议。敷麻药不疼，医生技术很好，给了修复面膜特别好，术后红辣很快消，希望皮肤越来越好，很不错,"[{'id': 1492439435, 'url': 'http://p1.meituan.net/shaitu/6737bad41e469d06b7c9657b9d1278fd2703091.jpg'}, {'id': 1492535618, 'url': 'http://p0.meituan.net/shaitu/ed3fa255862f19e6fd46f93e13cc5b3a2894025.jpg'}]"
商户环境及服务环境很好很安静卫生也不错医生操作审美廖医生每次做的都很仔细很有责任心体验后效果做完后感觉皮肤有所提亮值得推荐,"[{'id': 1474199351, 'url': 'http://p0.meituan.net/shaitu/a107a7083235b3de1959c8f5b1f61f6a3000245.jpg'}, {'id': 1474199352, 'url': 'http://p0.meituan.net/shaitu/aae5bb18fa6e25a98f084b63dd9737183098919.jpg'}, {'id': 1474112372, 'url': 'http://p1.meituan.net/shaitu/2cc6d1eb5ebd4234242fabc9507d2c633429007.jpg'}]"
环境很好，年底人比较多，不过流程很快不用怎么排队的，医生特别专业，医院有很多保养项目，过来做超声炮，朋友介绍过来的，效果很好,"[{'id': 1501782757, 'url': 'http://p0.meituan.net/shaitu/e794de36fbabd839984ed8ea530481583250088.jpg'}, {'id': 1502049310, 'url': 'http://p0.meituan.net/shaitu/6c5dc31bc8efd447771de40f1f544e8c3900668.jpg'}]"
第一次脱会比较痛，但有效果，2个月做一次连续做4，5次毛毛就不在生长，服务态度非常好，说话也温柔，一级棒,"[{'id': 1495978430, 'url': 'http://p1.meituan.net/shaitu/665f9f260783ed8f4405739eb673bd4c2647693.jpg'}, {'id': 1496067392, 'url': 'http://p1.meituan.net/shaitu/5e69c9fa1244877347b7a2c686236a0f2833896.jpg'}, {'id': 1496156373, 'url': 'http://p0.meituan.net/shaitu/8823e990086e7df5d1b22b3420c3fdbc2483636.jpg'}]"
今天过来做超光子，看到有活动买了水光针，资源环境不错，下了班过来不用排队，医生很专业。这家医院开很多年了，还是很有保障的，可以过来,"[{'id': 1502956820, 'url': 'http://p1.meituan.net/shaitu/67325a668fce8c5b4f7e360f80c656fb2181880.jpg'}, {'id': 1503036995, 'url': 'http://p0.meituan.net/shaitu/b06ae0ee5a1c543b22614edc0ef5c8953135227.jpg'}]"
第一次过来，路过进来看一下，做了护理，价格透明，不会强行推销，环境挺好的，面诊了医生面部的斑点，给了治疗方案，准备开春过来体验下,"[{'id': 1502637094, 'url': 'https://p0.meituan.com/mtptimg/9d71ebfc09b1720d83973b16eaeb84ba158409.jpg'}, {'id': 1502550610, 'url': 'https://p0.meituan.com/mtptimg/7f4c337a20e32da5a83b8d41ff79b775106846.jpg'}]"
关注欧洲之心很久了，朋友在这边做过效果很好，在这办理了年卡特别划算，医生操作专业，做了两次皮肤细腻了很多，坚持，希望皮肤越来越好,"[{'id': 1494178147, 'url': 'http://p0.meituan.net/shaitu/dad5fe51b58e94cfcd8167033f1ea5922184348.jpg'}, {'id': 1494088380, 'url': 'http://p0.meituan.net/shaitu/82ff44b70333c80c0d5808bda4d617072090546.jpg'}]"
在这边做了两次祛斑了，第一次做了斑点少了很多，这次要过年了，再过来做一次，效果还是很好的。祛斑医生说不能着急，每次做了改善很大。也有打水光哦,"[{'id': 1495867191, 'url': 'http://p1.meituan.net/shaitu/fb0e5c5487fafb66635cadee0495ef7e4107040.jpg'}, {'id': 1495960357, 'url': 'http://p0.meituan.net/shaitu/aab9ed5a13441f9d6285b35a5959628b2795532.jpg'}]"
性价比还行，但是每次来都要等很久，有次排到一半还改变排队规则，等的时间更长了，排队顺序全是员工手动操作，人为可操作性太大，也经常听到其他客户抱怨，还有点欺软怕硬，有时候不凶不会尽快帮忙处理，服务一般。,"[{'id': 1418385591, 'url': 'http://p1.meituan.net/shaitu/962c802052e16e00d621a7aaaf61fd213199229.jpg'}, {'id': 1418194686, 'url': 'http://p1.meituan.net/shaitu/41e69fd503be902d5cbbfd3a2ffaa70c2978317.jpg'}, {'id': 1417999552, 'url': 'http://p0.meituan.net/shaitu/5ff4085ac76ef4fea07750bc08354b163120500.jpg'}]"
鹏程医院的老顾客了，一直在她家做皮肤管理，感觉非常好，操作的小姐姐很热情，想来的别犹豫哦。,"[{'id': 1505819681, 'url': 'https://p0.meituan.com/mtptimg/f5fc188be652769d45200fed52e0a791215408.jpg'}, {'id': 1506002850, 'url': 'https://p0.meituan.com/mtptimg/bf842cdda90f03d31855022ae1625a28202856.jpg'}]"
环境很好，交通方便，医院很大，医生都非常专业，工作人员请我喝咖啡，特别高兴年底很多活动，屯了很多护理,"[{'id': 1501876092, 'url': 'http://p0.meituan.net/shaitu/571f1073821a1dcb1e446a86dfe210d561230.jpg'}, {'id': 1501784770, 'url': 'http://p0.meituan.net/shaitu/a79e7b3a5de5650a0805d33ffc64379461791.jpg'}]"
在这边很多年，一直在这边做项目，价格实惠，经常介绍姐妹过来。环境一直在优化。一直是朱主任帮我治疗非常满意，今天情人节活动过来的，送了一个小礼品，,[]
太差劲了，每次来都排队等一个小时以上，人手不够就提前说，每次预约了来还要等那么久时间宝贵的宝子们记得不要踩雷，脱毛也是很随意,[]
在鹏程医院其他项目的老顾客了，环境还可以，服务流程比较混乱，就是你要不停的找她们，不然你会等很久，基本细节操作，是自己搞定，自己洗脸敷完面膜自己擦掉，但对于我来说只要效果好，其他细节服务可以忽略，不要态度不好就可以，整体体验感不错,"[{'id': 1394191765, 'url': 'http://p0.meituan.net/shaitu/e57f231c949b04c199da0e2f0dedfc324686229.jpg'}, {'id': 1394466618, 'url': 'http://p0.meituan.net/shaitu/cbbb54a4ae252f09232f7bdb499239366914689.jpg'}, {'id': 1394191766, 'url': 'http://p1.meituan.net/shaitu/a5f9d9f7f754169496ca503fd846eb4e3000990.jpg'}]"
服务好效果好，小姐姐都很热心很细心,"[{'id': 1509032693, 'url': 'http://p0.meituan.net/shaitu/3ff1fac17fc4aa75ab709819c62263583698250.jpg'}, {'id': 1509105153, 'url': 'http://p1.meituan.net/shaitu/9b26461dc0a4e1e4266b38faa44e03263601028.jpg'}, {'id': 1509105154, 'url': 'http://p0.meituan.net/shaitu/dac74b9ce20f9f4b45f6704273e90a914275442.jpg'}]"
趁着年前过来补水，平时皮肤比较干燥，我打的是水光，年货节很优惠，过来不用等很久。流程很流畅。医生很专业细心,"[{'id': 1491825160, 'url': 'http://p1.meituan.net/shaitu/b2ec86b7299ea91058ea7e81d1540cda2702597.jpg'}, {'id': 1492008652, 'url': 'http://p0.meituan.net/shaitu/f7c3a581de87034ac0c096cfc5ab528d2397177.jpg'}]"
在这护理好几年了，品牌口碑一直很好，医院环境一直在升级，性价比也高。好皮肤是坚持，姐妹们投资自己吧，哈哈哈,"[{'id': 1493914687, 'url': 'https://p0.meituan.com/mtptimg/313bf40e334aa6766c9e777fbbfd4ede460116.jpg'}, {'id': 1493914688, 'url': 'https://p0.meituan.com/mtptimg/fcc945fd99871831c5dd0ad402af336f290354.jpg'}]"
商户环境及服务环境不错20几年的老字号帮我开单核销完了，就到皮肤科来做项目啦美容师也很细心.棒棒哒,"[{'id': 1511414514, 'url': 'http://p1.meituan.net/shaitu/42eebd1c1c91789b16a7973efff897ea3250516.jpg'}]"
今天过来打除皱，李芳芳特别专业细心，考虑到个人体质给了安全有效的治疗方案，下次还要过来,"[{'id': 1500472634, 'url': 'http://p0.meituan.net/shaitu/4ee0baa54f0dc794b019755133e0a0293243736.jpg'}, {'id': 1500555454, 'url': 'http://p0.meituan.net/shaitu/112ac388c68f567e43136f93f3e7cc952492967.jpg'}]"
今天过来打了水光，环境服务都很好，小池医生很专业耐心，价格也很划算性价比很高，推荐大家过来,[]
到之前看了小红书了解一下m22跟跟黑金的区别，似乎是m22好一些，有针对红血丝的探头。但是我团购的是嫩肤模式，所以应该没有什么区别。现场医生只是面诊就说我面部肌肤深层有黄褐斑，然后推荐英诺小棕瓶菲洛嘉水光针三文鱼，推荐了套餐因为首次到店，还是想体验一下再考虑之后要不要后续打针随后，带到了分诊台，自己去洗脸，说拍照，我以为是像在医院那样使用仪器拍照脸上深层的皮肤，然后并不是而是一台相机拍摄，当场拒绝了拍照，还要签名说拒绝拍照后果自负之类的，无语在我认为，这拍照并不是必要的，大数据时代，也不知道以后这照片会流传到哪里去，惶恐之后等待了大概有二十分钟左右吧，就被带到治疗室开始了嫩肤，涂抹凝胶，然后跟使用脱毛仪脱毛的感觉一样，打光大概打了十分钟左右，结束结束洗完脸，被带会分诊台那边，送了一片面膜，让我在一个小房间贴面膜像是阿姨打扫卫生的洗手台杂物间，还没开始贴，随后一个护士抱着一桶垃圾水过来倒我就跑去洗脸区贴面膜了，自觉贴完走人不会再去了,[]
环境不错，工作人员都很温柔也专业,[]
服务态度很好,[]
本来买的美白导入M22，没问过客户意见就换成了玻尿酸导入，玻尿酸只是补水，做过2次M22自我感觉没什么效果，皮肤没多大变化，没有广告说的好，然后她们就推黄金超光子说那个效果非常好。反正挺无语的，广告不可信，主要还是看自己的皮肤底质,"[{'id': 1435226671, 'url': 'https://p0.meituan.com/mtptimg/306f6a9fa616c93005714cfff7bcc3f5196850.jpg'}]"
这边环境很好，服务很到位，有提供小鹏咖啡。在这边做项目感觉很放松，现在的价格很实惠哦，趁着年前过来变美，不用怎么排队，很棒,"[{'id': 1469877101, 'url': 'http://p1.meituan.net/shaitu/5216ca0c30a8fd5afea0fb15d4e188c8531028.jpg'}, {'id': 1470072846, 'url': 'http://p0.meituan.net/shaitu/9bf6eda738317a9e1e38fb86d025e831537963.jpg'}]"
环境很好，然后医生态度也很好，第一次来，体验感很不错,[]
每个月都会做王者之冠仪器是科医院生产的M22这个仪器应该是国内做光子嫩肤最好的仪器了它的功效比较全面美白祛痘印祛红血丝缩小毛孔等等关键全程下来不会疼疼感也完全不会影响生活价格也便宜作为每月日常保养首选,[]
打完水光皮肤是好了很多由于秋冬季节皮肤太干燥了，光敷面膜也补不进去水，特别烦，半个月打一次结合光子嫩肤一起做还是有效果,"[{'id': 1436573999, 'url': 'http://p0.meituan.net/shaitu/f40bef8754e8b7d455325cd06839bece1487568.jpg'}, {'id': 1436663813, 'url': 'http://p0.meituan.net/shaitu/27d0fd4e94b696b7e0cd847442805d7a1153618.jpg'}, {'id': 1436663812, 'url': 'http://p1.meituan.net/shaitu/74332a0dde37a23326098e26f5c94ec31487856.jpg'}]"
没有第一次打的效果好，不知道是医生的技术问题还是药水的问题,[]
环境还不错，项目体验过程体验后效果恢复期感受,[]
效果很好，平时脸咬肌大，双下巴也明显，一直想去做双下巴抽脂，然后看到有这个针，先打一下试试，效果很好。非常满意，朋友说国产的比进口的效果更猛，咬肌大还是效果猛一点好，小姐姐们都很温柔，做皮试时候第一次说不能做，因为不想等下次再来，做了两次皮试，院长说可以做，然后就打了，一点点痛，可以接受。一个月时候感觉非常明显脸小了一圈。,"[{'id': 1344416226, 'url': 'http://p1.meituan.net/shaitu/196fbacea9186fd7e9fbb48b2f9ae1a8470139.jpg'}, {'id': 1344594837, 'url': 'http://p1.meituan.net/shaitu/08461a698e2648502dd51e484497966c522320.jpg'}, {'id': 1344416227, 'url': 'http://p0.meituan.net/shaitu/42b296f8639d65e3d5b11868e625313a216179.jpg'}]"
商户环境及服务环境和服务都很好,"[{'id': 1509229504, 'url': 'http://p0.meituan.net/shaitu/a1314eb0d6cce20c25e2cc9e2cb083842969780.jpg'}, {'id': 1509542471, 'url': 'http://p0.meituan.net/shaitu/26d2f86a0b9ba15ec21bf09f4802e7483042110.jpg'}]"
环境很好，比美容院的更专业一些，关键价格真的很划算，没有任何额外费用,[]
非常推荐谢医生，打水光很细心，也很有责任心，很满意,[]
效果很明显,"[{'id': 1508630347, 'url': 'http://p0.meituan.net/shaitu/f828c8ce9b175c3661aac713e798dd4078996.jpg'}, {'id': 1508774375, 'url': 'http://p0.meituan.net/shaitu/674872293c04bccf15bfa4d4a713090b200935.jpg'}]"
非常非常非常不推荐做的冰点脱毛，毛都没刮干净，帮我做的那个大姐一直急急忙忙，上唇毛都没刮干净，脱上唇的时候三下五除二就搞定了，很多地方都没弄到，腋下更少夸张，平均一遍应该弄了3下吧然而非常非常非常疼巨疼冰点脱毛从来没这么疼过而且本身我对疼痛是偏耐受的都不知道怎么搞的,[]
环境不错，价优物美，期待有不错的效果。,"[{'id': 1492428268, 'url': 'http://p0.meituan.net/shaitu/27cc125b7fce9fa5c21e144f545b0c59157525.jpg'}, {'id': 1492519419, 'url': 'http://p1.meituan.net/shaitu/d072ab6bd7ebcc6dc8fcdc7bcea6760f220601.jpg'}]"
第一次体验水光针，并没有想象中可怕，敷了表麻，只有部分区域会有点微微疼，都是能接受的范围，为了美，这个不值一提哈，期待能看到效果，也会继续坚持，变美道路任重道远，医生也挺专业的，不错哦，值得推荐推荐哈,"[{'id': 1392443631, 'url': 'http://p0.meituan.net/shaitu/c133064f872d996df9b9134e83bf513d3635856.jpg'}, {'id': 1392167330, 'url': 'http://p0.meituan.net/shaitu/34f308a222ca782e2278aee385bdffe13529415.jpg'}]"
体验后效果不错打针手法专业很舒适,[]
非常推荐,[]
商户环境及服务环境很好，说是25周年的老字号医院了，服务很好，添加客服小古的微信，会帮我安排好治疗，来到这里不用我操心。体验中感受脱毛冰冰凉凉的，很方便，几分钟就做完了。体验后效果一个月做一次，一次就我效果啦，过几天再来做超光子嫩肤和水光针。,"[{'id': 1335349828, 'url': 'http://p0.meituan.net/shaitu/1aeed1c94ea66f8fc5ecf9d1f6a0c2923082582.jpg'}, {'id': 1335227114, 'url': 'http://p0.meituan.net/shaitu/c3bb5f9b76ca9c6e82bb1507da8108683204249.jpg'}, {'id': 1335227115, 'url': 'http://p0.meituan.net/shaitu/506308566a5f6492f5bfbfde45bd548e3105021.jpg'}]"
不论是工作人员的工作态度很好对待去医美的客人很周到细心且专业亲切，医生也很专业且有眼光以后就来这了,"[{'id': 1479030096, 'url': 'http://p0.meituan.net/shaitu/1b8e6d6d0dce720a51c06a2cc6a54ecf1631820.jpg'}]"
验完货让自己去房间等。配药不当面配药，不知道打的是什么，本来想回购，想了下还是算了，除非当面验货配药。希望能改进，让广大消费者放心。,[]
我感觉没什么效果，不过服务挺好的,[]
"明明预约的时间的结果去了还要等，然后所谓的面子你一直给你推销一些产品那就算了，这些都是小问题。最重要的是做一个小气泡，脸是自己去外面洗好进来的，从躺下到弄完五分钟就搞定了，最夸张的事清了个寂寞，完全一点用都没,本身是干性皮肤，黑头又不是很多，就那么几颗都清的，不干净也是够了，不再去第二次",[]
效果真的立竿见影，当时做完第二天起我比平时更注意防晒些，然后正常化妆，但是接下来每天卸完妆后明显皮肤状态好很多，皮肤超级滑真的推荐,[]
一直都觉得服务不错，可以再来。装修很舒适，做的项目效果也是很赞,"[{'id': 1498331907, 'url': 'http://p0.meituan.net/shaitu/b3f88dc0f06ba6f1c115d9cfd74ff7d31207566.jpg'}]"
非常棒的一次体验，慕名而来的，接待我的小姐姐人美嘴甜，服务非常好，等待时间不久，很快就到我了，很棒的一次体验，强烈推荐,[]
刚做完实在忍不住想吐槽一下，人多混乱，自己洗脸敷面膜我倒觉得没啥。主要忍不了的是插队，在前台等了半个多小时，进来又等一个小时才开始做治疗。等的原因要是因为人多还能理解一下，主要原因并不是人多，而是她们插队。不去问都一直到不了做治疗。,[]
之前都是打原价一千多的没想到这个价格出来的效果都是一样杠杠保湿耶第二天脸就透亮透亮的,[]
第二次脱，感觉还可以，毛发比之前是细了一点，长得也比之前去美容院要慢，期待脱完六次后的效果,[]
最近熬夜比较多，皮肤变得有些暗沉没有光泽，今天过来做的项目是光子嫩肤M22，在鹏程医院做皮肤保养将近10多年了，一如既往的信任。体验前变美诉求改善肤质祛暗沉淡化痘印淡化色斑祛鼻周红血丝细腻毛孔提亮肤色。项目体验过程1卸妆并且清洁面部。2不用敷麻药，在脸上涂上一层耦合剂，遮住眼睛。3医生开始操作，医生打得很仔细，我上嘴唇周围皮肤会比较敏感，唇周打的时候有一点点蚂蚁咬的疼感，但是完全可以接受，其他部位没有任何不适感。做完没有结痂。4治疗结束用清水洗脸，敷上四大美人医用面膜。体验后效果泛红痘印脸色暗沉的肌肤问题通过对比，肉眼可见的改善，只要做好补水防晒工作，作息规律，皮肤在一点点变好了。恢复期感受没有恢复期，无创无结痂，光子嫩肤只选M22。总体来说很不错，强烈推荐,"[{'id': 1189692573, 'url': 'http://p0.meituan.net/shaitu/362e3becc92b35ece6cf79e70a9e66912031337.jpg'}, {'id': 1189515077, 'url': 'http://p1.meituan.net/shaitu/16313b3f6923471aec86a96a7e829119220900.jpg'}, {'id': 1189745223, 'url': 'http://p0.meituan.net/shaitu/fc01de5c10d4dcc0dd4b089b64237c0e2837152.jpg'}]"
唐医生很不错很细心温柔。打的时候也会很照顾客户的感受。这是第二针了,"[{'id': 1467474264, 'url': 'http://p0.meituan.net/shaitu/337579c1056d0b685dd4eb0e07a695cf3269920.jpg'}]"
一直在这边做项目。医生很细心每次过来都是很仔细的做。咨询师曲老师也是很好都是全程给我安排必须给好评,[]
朋友推荐过来的，感觉还不错，皮肤水水嫩嫩的，定期会过来做项目，老品牌医院值得信赖,[]
